"age","gender","city","event_freq","travel_willingness","importance_meet_people","age_connect","gender_connect","maintain_contact","wish_maintain_contact","event_category","Municipality","region","neighbors","ID","Latitude","Longitude"
23,"male",1310,"once a month","neighbouring","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor","København","Hovedstaden","Frederiksberg, Gentofte, Gladsaxe, Herlev, Hvidovre, Rødovre, Tårnby","PER_317",55.6566093015474,12.5243491424794
22,"female",8520,"once a month","anywhere","5","same","female, genderqueer, other","sometimes","sometimes","Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Norddjurs","Midtjylland","Randers, Syddjurs","PER_318",56.4910238062687,10.6631717526781
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Spirituality, Travel & Outdoor","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_319",55.986556753585,11.9037727658535
25,"female",8200,"once a week","neighbouring","5","same","female","never","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_320",56.1285582099543,10.0177604996309
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_321",56.0080708328678,10.0818971684878
24,"male",8381,"once a month","anywhere","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Samsø","Midtjylland","","PER_322",55.7714911771082,10.5858477506943
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Spirituality, Travel & Outdoor","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_323",55.9250233927385,12.0707445831733
23,"female",8000,"once a month","in_city","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_324",56.0753686003809,10.2028599962874
23,"male",4681,"once a week","anywhere","2","same","female, male","sometimes","sometimes","Food & Drink, Health, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Stevns","Sjælland","Faxe, Køge","PER_325",55.3176280108377,12.2731779984544
21,"female",8000,"once a month","in_city","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_326",56.1446344195906,9.98021139767651
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Performing and Visual Arts, Spirituality","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_327",55.930620900875,12.040810462657
24,"female",8000,"once a month","anywhere","5","same","female","never","never","Food & Drink, Music, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_328",56.0210126775945,10.1888609822407
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_329",56.2825494402541,10.1767273605723
21,"female",8200,"once a month","anywhere","5","same","female, genderqueer","sometimes","sometimes","Health, Music, Charity, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_330",56.1777789141592,10.0417669487758
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_331",56.9747937014975,9.99191922638349
22,"female",9000,"rarely","region","5","same","female, male","sometimes","never","Food & Drink, Music, Film & Media, Sports & Fitness","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_332",56.9122734620761,9.98257858636416
21,"female",8000,"once a month","neighbouring","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_333",56.1210413679516,9.9936006493684
22,"female",9000,"once a month","neighbouring","5","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_334",57.1839882050622,9.92421268096234
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_335",56.2744954805479,10.3311352761617
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_336",56.1863195384184,10.2236016616552
21,"female",8200,"once a month","anywhere","5","same","female, genderqueer","sometimes","sometimes","Health, Music, Charity, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_337",56.0824072173986,10.2336317520426
21,"female",8000,"once a month","neighbouring","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_338",56.3076279709622,10.2325266871695
23,"female",8210,"once a week","in_city","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_339",56.0361329581408,10.2428360485122
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_340",56.0227406141901,10.1428752883078
23,"male",4681,"once a week","anywhere","2","same","female, male","sometimes","sometimes","Food & Drink, Health, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Stevns","Sjælland","Faxe, Køge","PER_341",55.2696840309641,12.3938601875569
57,"female",7321,"once a week","anywhere","1","same","female, male","sometimes","sometimes","Health, Business, Charity, Education, Spirituality, Science & Tech, Travel & Outdoor","Billund","Syddanmark","Herning, Ikast-Brande, Ringkøbing-Skjern, Varde, Vejen, Vejle","PER_342",55.7436100280171,8.80836111815256
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Spirituality, Travel & Outdoor","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_343",55.9967699969087,12.0825815609108
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_344",55.6770095511409,12.5493365965894
18,"female",8200,"once a week","in_city","3","same","female","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_345",56.1973727897605,10.1199035949039
24,"female",9000,"once a month","region","4","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_346",57.0380369045952,10.1804755342793
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_347",56.5537482652445,9.00372347276972
24,"female",8000,"once a month","anywhere","5","same","female","never","never","Food & Drink, Music, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_348",56.2840399806764,10.3415563137449
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_349",55.4846269070722,12.1515148847233
23,"female",8000,"once a month","anywhere","5","older","female, male","never","never","Food & Drink, Music, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_350",56.0877780879558,10.2460629612346
24,"male",8381,"once a month","anywhere","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Samsø","Midtjylland","","PER_351",55.8063019581587,10.5554442781398
51,"female",4690,"rarely","anywhere","5","same","female, male","never","never","Food & Drink, Music, Film & Media, Travel & Outdoor","Faxe","Sjælland","Køge, Næstved, Ringsted, Stevns","PER_352",55.2809905502899,12.0257132502099
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_353",55.4465688962382,12.142293178554
24,"female",2300,"once a month","region","5","same","female","sometimes","sometimes","Health, Charity, Education, Science & Tech","Frederiksberg","Hovedstaden","København","PER_354",55.6821268517409,12.5374616960129
23,"male",8200,"rarely","neighbouring","4","same","male","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_355",56.1888030823234,10.0035939664486
20,"male",8200,"once a month","in_city","2","older","female, male","never","always","Food & Drink, Charity, Education, Performing and Visual Arts","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_356",56.2155158539317,10.0205029710652
23,"female",8000,"once a week","in_city","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_357",56.231427055707,10.3110047730077
60,"male",4660,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Food & Drink, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_358",55.3574978761507,12.1678609359919
23,"female",8000,"once a month","in_city","4","same","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_359",56.0098880355334,10.0426503341804
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_360",56.5936281391248,8.86337657003021
23,"male",1310,"once a month","neighbouring","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor","København","Hovedstaden","Frederiksberg, Gentofte, Gladsaxe, Herlev, Hvidovre, Rødovre, Tårnby","PER_361",55.6156303024462,12.5672079727812
22,"female",9000,"once a month","neighbouring","5","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Business, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_362",56.8971213525104,10.1315687537305
23,"male",1310,"once a month","neighbouring","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor","København","Hovedstaden","Frederiksberg, Gentofte, Gladsaxe, Herlev, Hvidovre, Rødovre, Tårnby","PER_363",55.6355111794539,12.5763378459931
23,"female",8240,"once a month","neighbouring","2","same","female","sometimes","sometimes","Food & Drink, Health, Music, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_364",56.0661811768189,10.1863829865087
26,"male",9000,"once a week","anywhere","4","same","male","sometimes","sometimes","Food & Drink, Music, Business, Education, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_365",56.8934542944531,9.52529582046655
19,"female",8000,"multiple times a week","neighbouring","4","same","female","sometimes","always","Food & Drink, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_366",56.1403814552786,10.1033070389905
22,"genderqueer",7830,"rarely","region","3","same","female, genderqueer, other","never","always","Food & Drink, Health, Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech, Sports & Fitness, Travel & Outdoor","Skive","Midtjylland","Holstebro, Viborg","PER_367",56.6986469715053,8.99414552632757
26,"male",9000,"once a week","anywhere","4","same","male","sometimes","sometimes","Food & Drink, Music, Business, Education, Film & Media, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_368",57.1455329000756,9.96041833991737
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_369",56.9269801544724,9.45630089344588
24,"female",2300,"once a month","region","5","same","female","sometimes","sometimes","Health, Charity, Education, Science & Tech","Frederiksberg","Hovedstaden","København","PER_370",55.6900481216653,12.5152692015683
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_371",55.2804453484899,12.3851403400539
23,"female",8000,"once a week","in_city","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Spirituality, Science & Tech","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_372",56.2726257462587,10.2781573339449
51,"female",4690,"rarely","anywhere","5","same","female, male","never","never","Food & Drink, Music, Film & Media, Travel & Outdoor","Faxe","Sjælland","Køge, Næstved, Ringsted, Stevns","PER_373",55.2201637553419,12.0948304659201
24,"female",9000,"once a month","region","4","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_374",57.0904906925536,10.1143185406097
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_375",57.0239326359934,10.0586858326685
26,"male",9000,"once a week","anywhere","2","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_376",57.1102348222554,10.0145934679954
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_377",55.6904312755666,12.5293184523981
23,"female",8210,"once a week","in_city","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_378",56.2447915377363,10.1927670561105
22,"female",9000,"rarely","region","5","same","female, male","sometimes","never","Food & Drink, Music, Film & Media, Sports & Fitness","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_379",57.1049566436112,9.94654625963537
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_380",55.4053854151647,12.2727918190627
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_381",57.2083435061199,9.90122100381602
25,"female",8200,"once a week","neighbouring","5","same","female","never","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_382",56.2623869691676,10.2465479114504
22,"female",4600,"once a month","region","4","same","female","sometimes","sometimes","Food & Drink, Music, Film & Media, Performing and Visual Arts","Køge","Sjælland","Faxe, Lejre, Ringsted, Roskilde, Solrød, Stevns","PER_383",55.3843923151469,12.1914059188994
24,"male",8381,"once a month","anywhere","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Samsø","Midtjylland","","PER_384",55.8714167040441,10.6452873226644
22,"female",9000,"rarely","region","5","same","female, male","sometimes","never","Food & Drink, Music, Film & Media, Sports & Fitness","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_385",57.130902761714,10.1152752532845
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Spirituality, Travel & Outdoor","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_386",55.9920801129222,12.0330353509474
20,"female",8260,"once a week","anywhere","4","same","female, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_387",56.2604400172193,10.1927244082627
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Spirituality, Travel & Outdoor","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_388",55.8811007116042,12.0660818434884
26,"male",9000,"once a week","anywhere","2","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_389",57.0048275832992,10.0018003552098
24,"female",8000,"once a month","anywhere","5","same","female","never","never","Food & Drink, Music, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_390",56.2347357408372,10.2663268497401
21,"female",8200,"once a month","anywhere","5","same","female, genderqueer","sometimes","sometimes","Health, Music, Charity, Film & Media","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_391",56.2880467613222,10.3258648329389
22,"female",8520,"once a month","anywhere","5","same","female, genderqueer, other","sometimes","sometimes","Music, Charity, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Norddjurs","Midtjylland","Randers, Syddjurs","PER_392",56.3996119580474,10.8724270175003
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Performing and Visual Arts, Spirituality","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_393",55.9686138911789,12.1032185625419
26,"male",9000,"once a week","anywhere","2","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Sports & Fitness, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_394",57.0191493817206,9.72988368140152
25,"male",8000,"once a month","neighbouring","3","same","female, male","sometimes","sometimes","Health, Business, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_395",56.0190169409182,10.0865111906737
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_396",55.333211184983,12.2980415309882
52,"female",4660,"rarely","anywhere","5","same","female","sometimes","never","Health, Music, Business, Film & Media, Spirituality, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_397",55.3236803317684,12.2801609145212
24,"female",9000,"once a month","region","4","same","female, male, genderqueer, other","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_398",56.9633942408875,9.86999514854486
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_399",55.6756572896264,12.4959663843289
25,"male",8000,"once a month","neighbouring","3","same","female, male","sometimes","sometimes","Health, Business, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_400",56.2684972567449,10.1447144815929
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_401",56.1589053413257,10.1883765830552
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Performing and Visual Arts, Spirituality","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_402",55.9000844623562,12.0487436803735
27,"male",9000,"once a month","region","4","same","male","sometimes","sometimes","Food & Drink, Science & Tech, Travel & Outdoor","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_403",57.1157956250034,10.0583748737918
22,"female",9000,"rarely","region","5","same","female, male","sometimes","never","Food & Drink, Music, Film & Media, Sports & Fitness","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_404",56.9829958749588,9.44357788615411
57,"female",7321,"once a week","anywhere","1","same","female, male","sometimes","sometimes","Health, Business, Charity, Education, Spirituality, Science & Tech, Travel & Outdoor","Billund","Syddanmark","Herning, Ikast-Brande, Ringkøbing-Skjern, Varde, Vejen, Vejle","PER_405",55.6734265396325,8.96470001178351
23,"female",8210,"once a week","in_city","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_406",56.2594751854862,10.3357615118919
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Performing and Visual Arts, Spirituality","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_407",56.0045096037872,11.9510330499444
24,"male",8381,"once a month","anywhere","5","same","male","never","never","Food & Drink, Health, Music, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor, Cars & Boats & Planes","Samsø","Midtjylland","","PER_408",55.8474289380464,10.5612491022887
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_409",56.2162532591914,10.0788212573448
24,"female",2300,"once a month","region","5","same","female","sometimes","sometimes","Health, Charity, Education, Science & Tech","Frederiksberg","Hovedstaden","København","PER_410",55.6814460833886,12.5566196279788
22,"female",9000,"rarely","region","5","same","female, male","sometimes","never","Food & Drink, Music, Film & Media, Sports & Fitness","Aalborg","Nordjylland","Brønderslev, Jammerbugt, Mariagerfjord, Rebild, Vesthimmerland","PER_411",56.9952181202639,10.0625815422772
22,"female",4000,"once a week","region","2","same","female, male","sometimes","always","Food & Drink, Health, Music, Business, Sports & Fitness, Travel & Outdoor","Roskilde","Sjælland","Egedal, Frederikssund, Høje Taastrup, Greve, Køge, Lejre, Solrød","PER_412",55.6205188827894,12.1499279824828
23,"female",8210,"once a week","in_city","3","same","female, genderqueer","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_413",56.1980065471128,10.2676795376843
24,"female",2300,"once a month","region","5","same","female","sometimes","sometimes","Health, Charity, Education, Science & Tech","Frederiksberg","Hovedstaden","København","PER_414",55.6790279583263,12.5297907664723
21,"female",2300,"rarely","in_city","5","older","female, genderqueer","never","never","Performing and Visual Arts, Spirituality","Frederiksberg","Hovedstaden","København","PER_415",55.6874067805958,12.5373763130181
60,"male",4660,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Food & Drink, Education, Science & Tech, Sports & Fitness, Travel & Outdoor","Stevns","Sjælland","Faxe, Køge","PER_416",55.287740906634,12.4050741276388
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_417",56.0887864610169,10.1396138005458
18,"female",8200,"once a week","in_city","3","same","female","never","sometimes","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Sports & Fitness, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_418",56.183302532961,10.1889896971851
49,"female",3300,"once a month","neighbouring","2","older","female","sometimes","sometimes","Food & Drink, Health, Music, Performing and Visual Arts, Spirituality","Halsnæs","Hovedstaden","Frederikssund, Gribskov, Hillerød","PER_419",55.9701513802523,12.0809765768922
21,"female",8000,"once a month","anywhere","4","same","female, male, genderqueer","sometimes","sometimes","Food & Drink, Music, Charity, Education, Film & Media, Performing and Visual Arts, Sports & Fitness","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_420",56.0631322857575,10.1906507267784
22,"female",5260,"rarely","anywhere","3","same","female","sometimes","always","Food & Drink, Health, Music, Education, Film & Media, Performing and Visual Arts, Travel & Outdoor","Odense","Syddanmark","Assens, Faaborg-Midtfyn, Kerteminde, Nordfyns","PER_421",55.4524169264798,10.3707757369945
22,"female",8000,"once a week","region","2","older","female, male","sometimes","sometimes","Food & Drink, Health, Music, Charity, Education, Film & Media, Performing and Visual Arts, Spirituality, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_422",56.11165797515,10.1405195707563
23,"female",8240,"rarely","anywhere","4","same","female, male","sometimes","sometimes","Music, Education, Film & Media, Performing and Visual Arts, Science & Tech, Travel & Outdoor","Århus","Midtjylland","Favrskov, Odder, Skanderborg, Syddjurs","PER_423",56.2489540568902,10.2444878584646
